"ADREÇA","TIPUS_VIA","CARRER","NUM",NUM_1,NUM_2,"DUPLI_1","DUPLI_2",KM,"BLOC",LONGITUD,LATITUD,"CODI_POSTAL","MUNICIPI","PARCELA_CATASTRAL","CODI_AREA_SALUT","AREA_SALUT","CODI_POLIGON","POLIGON","CODI_ZONA_ESCOLAR","ZONA_ESCOLAR","DISTRICTE_CENSAL","SECCIO_CENSAL","CODI_DISTRICTE_ADMINISTRATIU","DISTRICTE_ADMINISTRATIU","CODI_ENS","NOM_ENS"
"C PINSA, 10","C","PINSA","10","10","0",,,"0",,"2.0178523396359287","41.486245659169185","08191","RUBI","8134206DF1983S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C PINSA, 11-13","C","PINSA","11-13","11","13",,,"0",,"2.017211644403266","41.485844468037534","08191","RUBI","8134601DF1983S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C PINSA, 12","C","PINSA","12","12","0",,,"0",,"2.017656949911632","41.486179541864864","08191","RUBI","8035105DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C PINSA, 14","C","PINSA","14","14","0",,,"0",,"2.0172648142959555","41.4860197839288","08191","RUBI","8035114DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C PINSA, 16","C","PINSA","16","16","0",,,"0",,"2.0171275688391095","41.48592368306288","08191","RUBI","8035113DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 0","C","PINTOR COELLO","0","0","0",,,"0",,,,"08191","RUBI",,"2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT",,"Zona Escolar (Primaria Secundaria) Desconeguda","Districte Desconegut","Secció Censal Desconeguda","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 0-32","C","PINTOR COELLO","0-32","0","32",,,"0",,"2.0328938872590605","41.48757631048057","08191","RUBI","9335203DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT",,"Zona Escolar (Primaria Secundaria) Desconeguda","Districte Desconegut","Secció Censal Desconeguda","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PLATI, 33","C","PLATI","33","33","0",,,"0",,,,"08191","RUBI",,"3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 2","C","PINTOR COELLO","2","2","0",,,"0",,"2.0329505373523356","41.48938115106827","08191","RUBI","9337122DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 4","C","PINTOR COELLO","4","4","0",,,"0",,"2.0329437569173763","41.48927513566234","08191","RUBI","9337123DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 5","C","PINTOR COELLO","5","5","0",,,"0",,"2.033044310215334","41.48896951428056","08191","RUBI","9437501DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 6","C","PINTOR COELLO","6","6","0",,,"0",,"2.0329435891345318","41.48914629274699","08191","RUBI","9337123DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 7","C","PINTOR COELLO","7","7","0",,,"0",,"2.0330367536039065","41.488508947299024","08191","RUBI","9437501DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 8","C","PINTOR COELLO","8","8","0",,,"0",,"2.0329386867336363","41.48894316594696","08191","RUBI","9437607DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 8-10","C","PINTOR COELLO","8-10","8","10",,,"0",,"2.0329386867336363","41.48894316594696","08191","RUBI","9437607DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 9","C","PINTOR COELLO","9","9","0",,,"0",,"2.033023508176388","41.48818480464731","08191","RUBI","9436001DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 9(A)","C","PINTOR COELLO","9(A)","9","0","A",,"0",,"2.0330260712688095","41.488255774117896","08191","RUBI","9436001DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 10","C","PINTOR COELLO","10","10","0",,,"0",,"2.032939248190868","41.48890033909697","08191","RUBI","9437607DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 11","C","PINTOR COELLO","11","11","0",,,"0",,"2.0330175890592757","41.48813019218908","08191","RUBI","9436001DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 12","C","PINTOR COELLO","12","12","0",,,"0",,"2.032934762519129","41.48880759451865","08191","RUBI","9437608DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 13","C","PINTOR COELLO","13","13","0",,,"0",,"2.0330169558314637","41.48806645741097","08191","RUBI","9436002DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 14","C","PINTOR COELLO","14","14","0",,,"0",,"2.0329333760453836","41.488756479873715","08191","RUBI","9437609DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 15","C","PINTOR COELLO","15","15","0",,,"0",,"2.0330139870212407","41.487968904878024","08191","RUBI","9436007DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 16","C","PINTOR COELLO","16","16","0",,,"0",,"2.0329333604323336","41.48870807354441","08191","RUBI","9437610DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 18","C","PINTOR COELLO","18","18","0",,,"0",,"2.0329325882376836","41.48865528419993","08191","RUBI","9437610DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 18-20","C","PINTOR COELLO","18-20","18","20",,,"0",,"2.0329325882376836","41.48865528419993","08191","RUBI","9437610DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 20","C","PINTOR COELLO","20","20","0",,,"0",,"2.0329296166823387","41.48858300255172","08191","RUBI","9437610DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 22","C","PINTOR COELLO","22","22","0",,,"0",,"2.0329142566415173","41.48825013605028","08191","RUBI","9436704DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 25","C","PINTOR COELLO","25","25","0",,,"0",,"2.033010084670949","41.48729472996345","08191","RUBI","9435101DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 26","C","PINTOR COELLO","26","26","0",,,"0",,"2.0329038338080467","41.487965801016244","08191","RUBI","9436705DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 27","C","PINTOR COELLO","27","27","0",,,"0",,"2.0329958919726496","41.48708318374082","08191","RUBI","9635501DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 28","C","PINTOR COELLO","28","28","0",,,"0",,"2.032892372174041","41.48783154340283","08191","RUBI","9335202DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 28-30","C","PINTOR COELLO","28-30","28","30",,,"0",,"2.032892372174041","41.48783154340283","08191","RUBI","9335202DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 29","C","PINTOR COELLO","29","29","0",,,"0",,"2.0329982817436605","41.48695262746467","08191","RUBI","9635508DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 30","C","PINTOR COELLO","30","30","0",,,"0",,"2.0328932692627952","41.487625596910206","08191","RUBI","9335202DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"POLIG SECTOR B, 16(A)","POLIG","SECTOR B","16(A)","16","0","A",,"0",,,,"08191","RUBI",,,"Àrea Bàsica de Salut Desconeguda","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte Desconegut","Secció Censal Desconeguda","DA3","Districte Administratiu 3 - SUD","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 31","C","PINTOR COELLO","31","31","0",,,"0",,"2.0329975157680824","41.48690222018495","08191","RUBI","9635507DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 32","C","PINTOR COELLO","32","32","0",,,"0",,"2.0328938872590605","41.48757631048057","08191","RUBI","9335203DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 33","C","PINTOR COELLO","33","33","0",,,"0",,"2.0329948914915406","41.48671408032945","08191","RUBI","9635507DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 34","C","PINTOR COELLO","34","34","0",,,"0",,"2.032890509411782","41.48745346464419","08191","RUBI","9335203DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 36","C","PINTOR COELLO","36","36","0",,,"0",,"2.032895045134393","41.48738520662334","08191","RUBI","9335204DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 37","C","PINTOR COELLO","37","37","0",,,"0",,"2.0329428657601065","41.48639083724802","08191","RUBI","9434015DF1993S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 38","C","PINTOR COELLO","38","38","0",,,"0",,"2.0328948442577035","41.48730197734743","08191","RUBI","9335211DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 39","C","PINTOR COELLO","39","39","0",,,"0",,"2.032916309844796","41.48630069524823","08191","RUBI","9434014DF1993S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 41","C","PINTOR COELLO","41","41","0",,,"0",,"2.032896998530264","41.48622622340959","08191","RUBI","9434013DF1993S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 42-44","C","PINTOR COELLO","42-44","42","44",,,"0",,"2.0328780182311847","41.48696343255713","08191","RUBI","9335405DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 43","C","PINTOR COELLO","43","43","0",,,"0",,"2.0328785470370265","41.48615575131215","08191","RUBI","9434012DF1993S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 44","C","PINTOR COELLO","44","44","0",,,"0",,"2.0328801665397376","41.48691505969756","08191","RUBI","9335406DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 45","C","PINTOR COELLO","45","45","0",,,"0",,"2.032861652793884","41.48608653484293","08191","RUBI","9434011DF1993S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 46","C","PINTOR COELLO","46","46","0",,,"0",,"2.0328830949389025","41.486828822163986","08191","RUBI","9335406DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 47","C","PINTOR COELLO","47","47","0",,,"0",,"2.03283533038012","41.48600031343917","08191","RUBI","9434010DF1993S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 50","C","PINTOR COELLO","50","50","0",,,"0",,"2.0328483197655847","41.48649963920367","08191","RUBI","9334312DF1993S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 52","C","PINTOR COELLO","52","52","0",,,"0",,"2.032808271618264","41.48629988405541","08191","RUBI","9334306DF1993S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 54","C","PINTOR COELLO","54","54","0",,,"0",,"2.0327645864023127","41.48618376818929","08191","RUBI","9334307DF1993S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR COELLO, 56","C","PINTOR COELLO","56","56","0",,,"0",,"2.0327455165443777","41.48610731222156","08191","RUBI","9334308DF1993S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 005 del D. 04","DA4","Districte Administratiu 4 - CENTRE","818460009","Ajuntament de Rubí"
"C PINTOR FORTUNY, 0","C","PINTOR FORTUNY","0","0","0",,,"0",,,,"08191","RUBI",,,"Àrea Bàsica de Salut Desconeguda","ECIT","Entorn CIT",,"Zona Escolar (Primaria Secundaria) Desconeguda","Districte Desconegut","Secció Censal Desconeguda","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C PINTOR FORTUNY, 0-33","C","PINTOR FORTUNY","0-33","0","33",,,"0",,"2.0373007100621505","41.49106108913529","08191","RUBI","9839808DF1993N",,"Àrea Bàsica de Salut Desconeguda","ECIT","Entorn CIT",,"Zona Escolar (Primaria Secundaria) Desconeguda","Districte Desconegut","Secció Censal Desconeguda","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C PINTOR FORTUNY, 1","C","PINTOR FORTUNY","1","1","0",,,"0",,"2.034648938225554","41.492474323095614","08191","RUBI","9541415DF1994S","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 024 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C PINTOR FORTUNY, 3","C","PINTOR FORTUNY","3","3","0",,,"0",,"2.034693269983091","41.492441058460514","08191","RUBI","9541414DF1994S","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 024 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C PINTOR FORTUNY, 5","C","PINTOR FORTUNY","5","5","0",,,"0",,"2.0347368691907737","41.49240836471276","08191","RUBI","9541413DF1994S","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 024 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C PINTOR FORTUNY, 6","C","PINTOR FORTUNY","6","6","0",,,"0",,,,"08191","RUBI",,"1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 024 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C PINTOR FORTUNY, 7","C","PINTOR FORTUNY","7","7","0",,,"0",,"2.034761546514169","41.492386006780585","08191","RUBI","9541412DF1994S","1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 04","S. 024 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
