"ADREÇA","TIPUS_VIA","CARRER","NUM",NUM_1,NUM_2,"DUPLI_1","DUPLI_2",KM,"BLOC",LONGITUD,LATITUD,"CODI_POSTAL","MUNICIPI","PARCELA_CATASTRAL","CODI_AREA_SALUT","AREA_SALUT","CODI_POLIGON","POLIGON","CODI_ZONA_ESCOLAR","ZONA_ESCOLAR","DISTRICTE_CENSAL","SECCIO_CENSAL","CODI_DISTRICTE_ADMINISTRATIU","DISTRICTE_ADMINISTRATIU","CODI_ENS","NOM_ENS"
"C CUBELLES, 40","C","CUBELLES","40","40","0",,,"0",,"1.9997226397132322","41.527208387721736","08191","RUBI","6880308DF1968S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C CUBELLES, 42","C","CUBELLES","42","42","0",,,"0",,"1.999577199977355","41.527298472839576","08191","RUBI","6880307DF1968S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C CUBELLES, 44","C","CUBELLES","44","44","0",,,"0",,"1.99942539048163","41.52738525479535","08191","RUBI","6880306DF1968S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C CUBELLES, 46","C","CUBELLES","46","46","0",,,"0",,"1.999270343381229","41.52747623227775","08191","RUBI","6880305DF1968S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C CUBELLES, 49","C","CUBELLES","49","49","0",,,"0",,"1.9989594665113692","41.52752676103006","08191","RUBI","6880504DF1968S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C CUBELLES, 55-57","C","CUBELLES","55-57","55","57",,,"0",,"1.998506101205181","41.528183213400574","08191","RUBI","6482028DF1968S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"PTGE CUBELLES, 0","PTGE","CUBELLES","0","0","0",,,"0",,,,"08191","RUBI",,"3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte Desconegut","Secció Censal Desconeguda","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"PTGE CUBELLES, 2-4","PTGE","CUBELLES","2-4","2","4",,,"0",,"2.000581573553415","41.52678022954564","08191","RUBI","6879501DF1967N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 003 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C DALIA, 1","C","DALIA","1","1","0",,,"0",,"2.0215097522115015","41.48756750391637","08191","RUBI","8436607DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DALIA, 2","C","DALIA","2","2","0",,,"0",,"2.0215287742585697","41.48766711579778","08191","RUBI","8436008DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DALIA, 3","C","DALIA","3","3","0",,,"0",,"2.0213095101974674","41.487617847981014","08191","RUBI","8436606DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DALIA, 4","C","DALIA","4","4","0",,,"0",,"2.0214150306987295","41.48769370621515","08191","RUBI","8436009DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DALIA, 5","C","DALIA","5","5","0",,,"0",,"2.021225662664445","41.4876422864661","08191","RUBI","8436605DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DALIA, 6","C","DALIA","6","6","0",,,"0",,"2.021311183659277","41.487717144741914","08191","RUBI","8436010DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DALIA, 7","C","DALIA","7","7","0",,,"0",,"2.0211308535262824","41.48766192707772","08191","RUBI","8436604DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DALIA, 8","C","DALIA","8","8","0",,,"0",,"2.0211835311530786","41.48775314601738","08191","RUBI","8436011DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DALIA, 9","C","DALIA","9","9","0",,,"0",,"2.0210296341751457","41.4876903366091","08191","RUBI","8436603DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DALIA, 10","C","DALIA","10","10","0",,,"0",,"2.0210908051105214","41.48777548309752","08191","RUBI","8436012DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DALIA, 11","C","DALIA","11","11","0",,,"0",,"2.0209477094994504","41.487710051611295","08191","RUBI","8436602DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DALIA, 12","C","DALIA","12","12","0",,,"0",,"2.0210308514561555","41.48779221638828","08191","RUBI","8436013DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DALIA, 13","C","DALIA","13","13","0",,,"0",,"2.0208517247364153","41.48773495458536","08191","RUBI","8436601DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DALIA, 14","C","DALIA","14","14","0",,,"0",,"2.020954816947653","41.4878125507932","08191","RUBI","8436014DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DALIA, 15","C","DALIA","15","15","0",,,"0",,"2.020589610912839","41.487804622236645","08191","RUBI","8336404DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DALIA, 16","C","DALIA","16","16","0",,,"0",,"2.0208669742168706","41.48783289129893","08191","RUBI","8436001DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DALIA, 17","C","DALIA","17","17","0",,,"0",,"2.0204895035415675","41.48782761632089","08191","RUBI","8336403DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DALIA, 18","C","DALIA","18","18","0",,,"0",,"2.020575830195537","41.48790755272972","08191","RUBI","8336306DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DALIA, 19","C","DALIA","19","19","0",,,"0",,"2.0203800446724345","41.487860867692014","08191","RUBI","8336402DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DALIA, 20","C","DALIA","20","20","0",,,"0",,"2.0204305233672657","41.487947650278784","08191","RUBI","8336307DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DALIA, 22","C","DALIA","22","22","0",,,"0",,"2.020278945298194","41.48798963118558","08191","RUBI","8336303DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DALIA, 24","C","DALIA","24","24","0",,,"0",,"2.0200952167603656","41.48803701257786","08191","RUBI","8336308DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 001 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DANT, 0","C","DANT","0","0","0",,,"0",,,,"08191","RUBI",,"2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte Desconegut","Secció Censal Desconeguda","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 0-39","C","DANT","0-39","0","39",,,"0",,"2.0411299078058653","41.48623237567064","08191","RUBI","0134714DF2903S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte Desconegut","Secció Censal Desconeguda","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 1","C","DANT","1","1","0",,,"0",,"2.0377764864368726","41.48743269973743","08191","RUBI","9835106DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 3","C","DANT","3","3","0",,,"0",,"2.03796161776526","41.48736319037108","08191","RUBI","9835106DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 4","C","DANT","4","4","0",,,"0",,"2.03768760837997","41.487343279295956","08191","RUBI","9835602DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 5","C","DANT","5","5","0",,,"0",,"2.0380152908909435","41.48734736515262","08191","RUBI","9835105DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 6","C","DANT","6","6","0",,,"0",,"2.037781108528877","41.48730843210798","08191","RUBI","9835603DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 8","C","DANT","8","8","0",,,"0",,"2.037880707756886","41.48727224436212","08191","RUBI","9835604DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 9","C","DANT","9","9","0",,,"0",,"2.038202948236987","41.487278329591554","08191","RUBI","9835105DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 10","C","DANT","10","10","0",,,"0",,"2.0379745733327934","41.48723835587702","08191","RUBI","9835605DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 11","C","DANT","11","11","0",,,"0",,"2.0383358015843154","41.48723071710515","08191","RUBI","9835104DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 12","C","DANT","12","12","0",,,"0",,"2.038069515866682","41.487201136409276","08191","RUBI","9835606DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 14","C","DANT","14","14","0",,,"0",,"2.0381556543875545","41.48716614910854","08191","RUBI","9835607DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 15","C","DANT","15","15","0",,,"0",,"2.038774216223096","41.48707720125269","08191","RUBI","9935710DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 16","C","DANT","16","16","0",,,"0",,"2.038220835705838","41.48714259422165","08191","RUBI","9835608DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 17","C","DANT","17","17","0",,,"0",,"2.038896576410174","41.487032826563265","08191","RUBI","9935710DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 18","C","DANT","18","18","0",,,"0",,"2.0383351824900067","41.487097432013734","08191","RUBI","9835608DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 19","C","DANT","19","19","0",,,"0",,"2.0390600701914274","41.48697332213433","08191","RUBI","9935704DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 21","C","DANT","21","21","0",,,"0",,"2.0391345117481783","41.48694580263959","08191","RUBI","9935705DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 22","C","DANT","22","22","0",,,"0",,"2.038803154534004","41.48692931110768","08191","RUBI","9934801DF1993S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 24","C","DANT","24","24","0",,,"0",,"2.038938341504856","41.486888747757405","08191","RUBI","9934814DF1993S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 24(A)","C","DANT","24(A)","24","0","A",,"0",,"2.0388824031999664","41.48690697500292","08191","RUBI","9934814DF1993S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 26","C","DANT","26","26","0",,,"0",,"2.0390661537554555","41.48683548626626","08191","RUBI","9934814DF1993S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 27","C","DANT","27","27","0",,,"0",,"2.0396639920740998","41.48675668456743","08191","RUBI","9935407DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 28","C","DANT","28","28","0",,,"0",,"2.039225918534549","41.48678088465059","08191","RUBI","9934813DF1993S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 29","C","DANT","29","29","0",,,"0",,"2.0397651073918333","41.486720402580666","08191","RUBI","9935408DF1993N","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 30","C","DANT","30","30","0",,,"0",,"2.039836403355218","41.48655605071262","08191","RUBI","9934302DF1993S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 32","C","DANT","32","32","0",,,"0",,"2.040018496248168","41.486489922946674","08191","RUBI","9934303DF1993S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 011 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 34","C","DANT","34","34","0",,,"0",,"2.0407493092628677","41.486228676311285","08191","RUBI","0133803DF2903S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 022 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 35","C","DANT","35","35","0",,,"0",,"2.0404733326757967","41.48647691728958","08191","RUBI","0134717DF2903S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 022 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 36","C","DANT","36","36","0",,,"0",,"2.041000167285661","41.486131287775294","08191","RUBI","0133801DF2903S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 022 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 37","C","DANT","37","37","0",,,"0",,"2.0408802641346386","41.486322635324136","08191","RUBI","0134716DF2903S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 022 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 38","C","DANT","38","38","0",,,"0",,"2.0414031783544186","41.48600189068689","08191","RUBI","0133802DF2903S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 022 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 38-40","C","DANT","38-40","38","40",,,"0",,"2.0414031783544186","41.48600189068689","08191","RUBI","0133802DF2903S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 022 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 39","C","DANT","39","39","0",,,"0",,"2.04099750970653","41.48627985827558","08191","RUBI","0134715DF2903S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 022 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 39(A)","C","DANT","39(A)","39","0","A",,"0",,"2.0411299078058653","41.48623237567064","08191","RUBI","0134714DF2903S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 022 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 40","C","DANT","40","40","0",,,"0",,,,"08191","RUBI",,"2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 022 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 41","C","DANT","41","41","0",,,"0",,"2.041187637253526","41.4862115655625","08191","RUBI","0134714DF2903S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 022 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 41(A)","C","DANT","41(A)","41","0","A",,"0",,"2.0412390168569376","41.486193023474875","08191","RUBI","0134714DF2903S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 022 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 43","C","DANT","43","43","0",,,"0",,"2.041294448422709","41.486167573376875","08191","RUBI","0134713DF2903S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 022 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DOCTOR FERRAN, 20","C","DOCTOR FERRAN","20","20","0",,,"0",,,,"08191","RUBI",,"2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 03","S. 009 del D. 03","DA3","Districte Administratiu 3 - SUD","818460009","Ajuntament de Rubí"
"C DANT, 45","C","DANT","45","45","0",,,"0",,"2.0413687651446586","41.486143671175974","08191","RUBI","0134712DF2903S","2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 022 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DANT, 50","C","DANT","50","50","0",,,"0",,,,"08191","RUBI",,"2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 022 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
