"REGISTRE","ESTAT","DATA_REGISTRE","DATA_BAIXA","TIPUS_IDENTIFICACIO","ESPECIE","SEXE","MIDA",DATA_NAIXEMENT,"RACA","PERILLOS","GOS_ASSITENCIA","CODI_ENS","NOM_ENS"
"R000705635","Vigent","2019-02-06",,"XIP","Gos","Mascle","Petit","2015/09/09 00:00:00.000000000","bichon maltès","No","No","818460009","Ajuntament de Rubí"
"R000707905","Vigent","2019-02-13",,"XIP","Gat","Femella","Mitjà","2018/04/12 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000707615","Vigent","2019-02-12",,"XIP","Gos","Mascle","Petit","2015/01/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000705546","Vigent","2019-02-06",,"XIP","Gat","Mascle","Petit",,"europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000706271","Vigent","2019-02-08",,"XIP","Gos","Femella","Gran","2016/10/15 00:00:00.000000000","Staffordshire Bull Terrier","Si","No","818460009","Ajuntament de Rubí"
"R000707627","Vigent","2019-02-12",,"XIP","Gos","Femella","Gran","2018/06/03 00:00:00.000000000","pastor alemany","No","No","818460009","Ajuntament de Rubí"
"R000706003","Vigent","2019-02-07",,"XIP","Gat","Femella","Gran","2018/04/02 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000705614","Vigent","2019-02-06",,"XIP","Gos","Femella","Petit","2018/08/15 00:00:00.000000000","bichon maltès","No","No","818460009","Ajuntament de Rubí"
"R000705575","Vigent","2019-02-06",,"XIP","Gat","Femella","Petit","2018/05/01 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000707907","Vigent","2019-02-13",,"XIP","Gat","Mascle","Mitjà","1976/11/19 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000705504","Vigent","2019-02-06",,"XIP","Gat","Mascle","Petit","2018/07/20 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000705591","Vigent","2019-02-06",,"XIP","Gos","Femella","Petit","2012/05/31 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000705975","Vigent","2019-02-07",,"XIP","Gos","Femella","Gran","2016/09/20 00:00:00.000000000","husky siberià","No","No","818460009","Ajuntament de Rubí"
"R000706280","Vigent","2019-02-08",,"XIP","Gat","Mascle","Mitjà","2018/06/24 00:00:00.000000000","rus blau","No","No","818460009","Ajuntament de Rubí"
"R000707941","Vigent","2019-02-13",,"XIP","Gat","Femella",,"2017/08/07 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000707980","Vigent","2019-02-13",,"XIP","Gos","Mascle","Mitjà","2009/07/14 00:00:00.000000000","bulldog anglès","No","No","818460009","Ajuntament de Rubí"
"R000707897","Vigent","2019-02-13",,"XIP","Gat","Mascle","Mitjà","2018/04/16 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000707945","Vigent","2019-02-13",,"XIP","Gat","Mascle","Mitjà","2015/11/01 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000707976","Vigent","2019-02-13",,"XIP","Gat","Femella","Mitjà","2018/03/01 00:00:00.000000000","siamès","No","No","818460009","Ajuntament de Rubí"
"R000706266","Vigent","2019-02-08",,"XIP","Gos","Mascle","Mitjà","2018/11/15 00:00:00.000000000","american bully","Si","No","818460009","Ajuntament de Rubí"
"R000706281","Vigent","2019-02-08",,"XIP","Gos","Femella","Gran","2016/10/15 00:00:00.000000000","Staffordshire Bull Terrier","Si","No","818460009","Ajuntament de Rubí"
"R000706288","Vigent","2019-02-08",,"XIP","Gat","Femella","Mitjà","2015/10/01 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000705960","Vigent","2019-02-07",,"XIP","Gat","Mascle","Petit","2018/08/01 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000706041","Vigent","2019-02-07",,"XIP","Gos","Mascle","Petit","2018/03/27 00:00:00.000000000","chihuahua","No","No","818460009","Ajuntament de Rubí"
"R000706299","Vigent","2019-02-08",,"XIP","Gat","Mascle","Petit","2018/03/01 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000705623","Vigent","2019-02-06",,"XIP","Gos","Mascle","Mitjà","2012/06/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000705655","Vigent","2019-02-06",,"XIP","Gos","Mascle","Petit","2011/01/01 00:00:00.000000000","ratoner andalús/bodeguero anda","No","No","818460009","Ajuntament de Rubí"
"R000705350","Vigent","2019-02-06",,"XIP","Gos","Mascle","Mitjà","2018/10/15 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000705987","Vigent","2019-02-07",,"XIP","Gos","Mascle","Gran","2016/09/20 00:00:00.000000000","husky siberià","No","No","818460009","Ajuntament de Rubí"
"R000705991","Vigent","2019-02-07",,"XIP","Gos","Femella","Gran","2016/09/20 00:00:00.000000000","husky siberià","No","No","818460009","Ajuntament de Rubí"
"R000706013","Vigent","2019-02-07",,"XIP","Gos","Femella","Mitjà","2018/07/06 00:00:00.000000000","pit bull terrier","Si","No","818460009","Ajuntament de Rubí"
"R000706058","Vigent","2019-02-07",,"XIP","Gat","Femella","Mitjà","2018/05/14 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000707953","Vigent","2019-02-13",,"XIP","Gos","Mascle","Mitjà","2018/07/15 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000707959","Vigent","2019-02-13",,"XIP","Gos","Mascle","Mitjà","2017/11/04 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000707328","Vigent","2019-02-12",,"XIP","Gat","Femella",,"2019/04/17 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000707971","Vigent","2019-02-13",,"XIP","Gat","Femella","Petit","2016/04/20 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000705496","Vigent","2019-02-06",,"XIP","Gos","Mascle","Petit","2015/06/17 00:00:00.000000000","american bully","Si","No","818460009","Ajuntament de Rubí"
"R000705639","Vigent","2019-02-06",,"XIP","Gat","Mascle","Mitjà","1981/06/09 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000705618","Vigent","2019-02-06",,"XIP","Gos","Femella","Mitjà","2017/09/16 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000705628","Vigent","2019-02-06",,"XIP","Gos","Mascle","Gran","2018/04/07 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000704495","Vigent","2019-02-04",,"XIP","Gos","Mascle",,"2013/06/02 00:00:00.000000000","bòxer","No","No","818460009","Ajuntament de Rubí"
"R000704490","Vigent","2019-02-04",,"XIP","Gos","Mascle","Gran","2011/10/03 00:00:00.000000000",,"No","No","818460009","Ajuntament de Rubí"
"R000704549","Vigent","2019-02-04",,"XIP","Gos","Femella","Gran","2018/05/18 00:00:00.000000000","pastor alemany","No","No","818460009","Ajuntament de Rubí"
"R000703433","Vigent","2019-01-30",,"XIP","Gos","Femella","Petit",,"yorkshire biewer","No","No","818460009","Ajuntament de Rubí"
"R000703465","Vigent","2019-01-30",,"XIP","Gos","Femella",,"2016/06/23 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000702128","Vigent","2019-01-25",,"XIP","Gos","Mascle","Gran","2009/09/11 00:00:00.000000000","retriever del Labrador","No","No","818460009","Ajuntament de Rubí"
"R000702519","Vigent","2019-01-28",,"XIP","Gos","Femella","Petit","2014/12/15 00:00:00.000000000","bichon maltès","No","No","818460009","Ajuntament de Rubí"
"R000702517","Vigent","2019-01-28",,"XIP","Gos","Mascle","Petit","2012/01/01 00:00:00.000000000","bichon maltès","No","No","818460009","Ajuntament de Rubí"
"R000702150","Vigent","2019-01-25",,"XIP","Gos","Femella","Mitjà","2017/07/01 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000701953","Vigent","2019-01-24",,"XIP","Gos","Mascle",,"2009/01/15 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000701899","Vigent","2019-01-24",,"XIP","Gat","Femella","Petit","2013/01/01 00:00:00.000000000","siamès","No","No","818460009","Ajuntament de Rubí"
"R000701962","Vigent","2019-01-24",,"XIP","Gat","Mascle","Petit","2013/01/01 00:00:00.000000000","siamès","No","No","818460009","Ajuntament de Rubí"
"R000701822","Vigent","2019-01-24",,"XIP","Gat","Femella","Petit","2018/05/24 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000701946","Vigent","2019-01-24",,"XIP","Gat","Femella","Petit","2013/01/01 00:00:00.000000000","siamès","No","No","818460009","Ajuntament de Rubí"
"R000701884","Vigent","2019-01-24",,"XIP","Gat","Mascle","Petit","2018/04/07 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000701943","Vigent","2019-01-24",,"XIP","Gat","Mascle","Petit","2017/07/01 00:00:00.000000000","siamès","No","No","818460009","Ajuntament de Rubí"
"R000701421","Vigent","2019-01-23",,"XIP","Gos","Femella","Mitjà","2018/07/23 00:00:00.000000000","ratoner andalús/bodeguero anda","No","No","818460009","Ajuntament de Rubí"
"R000708236","Vigent","2019-02-14",,"XIP","Gat","Femella","Petit","2018/07/04 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000701307","Vigent","2019-01-23",,"XIP","Gos","Mascle","Petit","2018/08/25 00:00:00.000000000","schnauzer miniatura","No","No","818460009","Ajuntament de Rubí"
"R000701376","Vigent","2019-01-23",,"XIP","Gos","Mascle","Petit","2018/11/03 00:00:00.000000000","schnauzer miniatura","No","No","818460009","Ajuntament de Rubí"
"R000701390","Vigent","2019-01-23",,"XIP","Gos","Femella","Petit","2016/12/27 00:00:00.000000000","schnauzer miniatura","No","No","818460009","Ajuntament de Rubí"
"R000700811","Vigent","2019-01-21",,"XIP","Gos","Mascle",,"2013/01/24 00:00:00.000000000","pit bull terrier","Si","No","818460009","Ajuntament de Rubí"
"R000706532","Vigent","2019-02-08",,"XIP","Gos","Femella",,"2017/04/14 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000700055","Vigent","2019-01-18",,"XIP","Gos","Femella","Petit","2012/05/29 00:00:00.000000000","schnauzer miniatura","No","No","818460009","Ajuntament de Rubí"
"R000700070","Vigent","2019-01-18",,"XIP","Gos","Femella","Gran","2013/03/19 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000700331","Vigent","2019-01-18",,"XIP","Gos","Mascle","Petit","2011/10/10 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000700033","Vigent","2019-01-18",,"XIP","Gos","Mascle","Mitjà","2013/05/09 00:00:00.000000000",,"No","No","818460009","Ajuntament de Rubí"
"R000699741","Vigent","2019-01-16",,"XIP","Gos","Femella","Mitjà","2018/05/14 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000699818","Vigent","2019-01-17",,"XIP","Gos","Femella","Mitjà","2014/06/02 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000674323","Vigent","2018-09-05",,"XIP","Gos","Mascle","Petit","2017/10/12 00:00:00.000000000","chihuahua","No","No","818460009","Ajuntament de Rubí"
"R000699811","Vigent","2019-01-17",,"XIP","Gos","Mascle","Gran","2018/05/28 00:00:00.000000000","american bully","Si","No","818460009","Ajuntament de Rubí"
"R000699451","Vigent","2019-01-15",,"XIP","Gos","Femella","Petit","2018/10/12 00:00:00.000000000","chihuahua","No","No","818460009","Ajuntament de Rubí"
"R000699731","Vigent","2019-01-16",,"XIP","Gat","Femella",,"2018/10/01 00:00:00.000000000","siamès","No","No","818460009","Ajuntament de Rubí"
"R000699713","Vigent","2019-01-16",,"XIP","Gos","Mascle",,"2018/09/29 00:00:00.000000000",,"No","No","818460009","Ajuntament de Rubí"
"R000699338","Vigent","2019-01-14",,"XIP","Gat","Mascle",,"2016/01/06 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000699292","Vigent","2019-01-14",,"XIP","Gos","Mascle","Mitjà","2017/05/09 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000698913","Vigent","2019-01-11",,"XIP","Gos","Mascle","Gran","2015/09/13 00:00:00.000000000",,"No","No","818460009","Ajuntament de Rubí"
"R000698914","Vigent","2019-01-11",,"XIP","Gos","Mascle",,"2018/01/09 00:00:00.000000000","teckel de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000699098","Vigent","2019-01-14",,"XIP","Gos","Femella","Mitjà","2013/10/13 00:00:00.000000000",,"No","No","818460009","Ajuntament de Rubí"
"R000699195","Vigent","2019-01-14",,"XIP","Gat","Mascle","Petit","2014/09/26 00:00:00.000000000","persa (gat)","No","No","818460009","Ajuntament de Rubí"
"R000699297","Vigent","2019-01-14",,"XIP","Gat","Femella","Petit","2018/06/05 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000699337","Vigent","2019-01-14",,"XIP","Gat","Femella","Petit","2014/07/12 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000699272","Vigent","2019-01-14",,"XIP","Gos","Mascle","Gran","2018/02/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000699304","Vigent","2019-01-14",,"XIP","Gos","Mascle",,"2010/01/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000698480","Vigent","2019-01-10",,"XIP","Gos","Mascle","Gran","2018/10/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000698495","Vigent","2019-01-10",,"XIP","Gos","Mascle",,"2008/07/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000698472","Vigent","2019-01-10",,"XIP","Gos","Femella","Mitjà","2018/09/26 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000698464","Vigent","2019-01-10",,"XIP","Gat","Femella","Petit","2018/05/01 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000698457","Vigent","2019-01-10",,"XIP","Gos","Femella",,"2016/06/05 00:00:00.000000000","Jack Russell terrier","No","No","818460009","Ajuntament de Rubí"
"R000697893","Vigent","2019-01-08",,"XIP","Gos","Mascle","Petit","2006/12/25 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000697715","Vigent","2019-01-08",,"XIP","Gos","Femella",,"2018/10/01 00:00:00.000000000",,"No","No","818460009","Ajuntament de Rubí"
"R000696546","Vigent","2019-01-02",,"XIP","Gat","Mascle","Petit","2018/06/24 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000696550","Vigent","2019-01-02",,"XIP","Gat","Femella","Petit","2018/06/24 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000696561","Vigent","2019-01-02",,"XIP","Gat","Femella","Petit","2018/06/24 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000697566","Vigent","2019-01-07",,"XIP","Gos","Mascle","Petit","2018/08/18 00:00:00.000000000","schnauzer miniatura","No","No","818460009","Ajuntament de Rubí"
"R000697387","Vigent","2019-01-07",,"XIP","Gos","Femella","Mitjà","2018/05/30 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000697128","Vigent","2019-01-04",,"XIP","Gos","Femella","Mitjà","2018/10/17 00:00:00.000000000",,"No","No","818460009","Ajuntament de Rubí"
"R000697124","Vigent","2019-01-04",,"XIP","Gos","Mascle","Mitjà","2018/10/17 00:00:00.000000000",,"No","No","818460009","Ajuntament de Rubí"
"R000696901","Vigent","2019-01-03",,"XIP","Gos","Femella","Mitjà","2018/08/31 00:00:00.000000000","husky siberià","No","No","818460009","Ajuntament de Rubí"
"R000416615","Vigent","2015-05-11",,"XIP","Gos","Mascle",,"2014/07/09 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000696906","Vigent","2019-01-03",,"XIP","Fura","Mascle","Petit","2018/06/27 00:00:00.000000000","fura","No","No","818460009","Ajuntament de Rubí"
"R000696867","Vigent","2019-01-03",,"XIP","Gos","Mascle","Petit","2014/06/20 00:00:00.000000000","bichon maltès","No","No","818460009","Ajuntament de Rubí"
"R000696855","Vigent","2019-01-03",,"XIP","Gat","Mascle","Gran","2009/01/01 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000696830","Vigent","2019-01-03",,"XIP","Gat","Femella",,"2018/04/25 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000696816","Vigent","2019-01-03",,"XIP","Gos","Femella","Mitjà","2018/02/03 00:00:00.000000000","border collie","No","No","818460009","Ajuntament de Rubí"
"R000696840","Vigent","2019-01-03",,"XIP","Gos","Mascle","Gran","2017/05/10 00:00:00.000000000","husky siberià","No","No","818460009","Ajuntament de Rubí"
"R000696493","Vigent","2019-01-02",,"XIP","Gos","Mascle","Mitjà","2015/05/05 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000696044","Vigent","2018-12-27",,"XIP","Gos","Mascle","Gran","2018/04/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000696498","Vigent","2019-01-02",,"XIP","Gos","Mascle",,"2011/08/20 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000696487","Vigent","2019-01-02",,"XIP","Gos","Mascle",,"2018/03/23 00:00:00.000000000","bòxer","No","No","818460009","Ajuntament de Rubí"
"R000696047","Vigent","2018-12-27",,"XIP","Gos","Mascle","Petit","2018/09/12 00:00:00.000000000","ratoner andalús/bodeguero anda","No","No","818460009","Ajuntament de Rubí"
"R000695868","Vigent","2018-12-24",,"XIP","Gos","Femella","Petit","2018/08/15 00:00:00.000000000","bulldog francès","No","No","818460009","Ajuntament de Rubí"
"R000732943","Vigent","2019-05-27",,"XIP","Gos","Mascle","Mitjà","2017/01/01 00:00:00.000000000","beagle","No","No","818460009","Ajuntament de Rubí"
"R000695859","Vigent","2018-12-24",,"XIP","Gat","Mascle","Petit","2018/09/22 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000695834","Vigent","2018-12-24",,"XIP","Gos","Mascle","Gran","2018/09/13 00:00:00.000000000","santbernat de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000695832","Vigent","2018-12-24",,"XIP","Gos","Femella","Gran","2014/11/09 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000695692","Vigent","2018-12-21",,"XIP","Gos","Femella","Mitjà","2018/08/20 00:00:00.000000000","gos d'atura","No","No","818460009","Ajuntament de Rubí"
"R000500990","Vigent","2016-06-07",,"XIP","Gos","Femella","Petit","2015/09/24 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000695683","Vigent","2018-12-21",,"XIP","Gos","Femella","Gran","2015/01/01 00:00:00.000000000",,"Si","No","818460009","Ajuntament de Rubí"
