"CODI_LLOC_DE_TREBALL","LLOC_DE_TREBALL","UNITAT_ORGANICA","GRUP","NIVELL_DE_DESTI",PUNTUACIO_COMPLEMENT_ESPECIFIC,"ESCALA","SUBESCALA","CLASSE","CATEGORIA","TIPUS_DE_JORNADA","FORMA_DE_PROVISIO","SITUACIO_DEL_LLOC","CODI_ENS","NOM_ENS"
"1711","CONSERGE","SERVEI D'OCUPACIÓ RUBÍ FORMA","AP/AP","11/14","150","PERSONAL LABORAL",,,"Subaltern","Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1785","AP INFRAESTRUCTURES","SERVEI DE RELACIONS CIUTADANES I CIVISME","AP","12","22","PERSONAL LABORAL",,,"Subaltern","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1744","TÈCNIC DE SO","U066 - RÂDIO RUBÍ SERVEIS AUDIOVISUALS","C1","16","28","PERSONAL LABORAL",,,"Tècnic Auxiliar De So","Jornada Partida i Prolongació de Jornada","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1742","TÈCNIC DE SO","U066 - RÂDIO RUBÍ SERVEIS AUDIOVISUALS","C1","16","28","PERSONAL LABORAL",,,"Tècnic Auxiliar De So","Jornada parcial i partida","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1719","TÈCNIC/A AUDIOVISUAL","U066 - RÂDIO RUBÍ SERVEIS AUDIOVISUALS","C1/C1","16/19","345","PERSONAL LABORAL",,,"Tècnic Auxiliar De So","Prolongació Jornada","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1743","TÈCNIC/A AUDIOVISUAL","U066 - RÂDIO RUBÍ SERVEIS AUDIOVISUALS","C1/C1","16/19","345","PERSONAL LABORAL",,,"Tècnic Auxiliar De So","Prolongació Jornada","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1906","TÈCNIC/A DE GESTIÓ D'OCUPACIÓ RUBÍ FORMA","OFICINA D'INFORMACIÓ I ORIENTACIÓ","A2/A2","16/23","395","PERSONAL LABORAL",,,"Tècnic Mitjà","Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1907","TÈCNIC/A DE GESTIÓ D'OCUPACIÓ RUBÍ FORMA","OFICINA D'INFORMACIÓ I ORIENTACIÓ","A2/A2","16/23","395","PERSONAL LABORAL",,,"Tècnic Mitjà","Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1913","TÈCNIC/A  DE GESTIÓ D'OCUPACIÓ RUBÍ FORMA","OFICINA D'INSERCIÓ","A2/A2","16/23","395","PERSONAL LABORAL",,,"Tècnic Mitjà","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1912","TÈCNIC/A DE GESTIÓ D'OCUPACIÓ RUBÍ FORMA","OFICINA D'INSERCIÓ","A2/A2","16/23","395","PERSONAL LABORAL",,,"Tècnic Mitjà","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1911","TÈCNIC/A DE GESTIÓ D'OCUPACIÓ RUBÍ FORMA","OFICINA DE FORMACIÓ","A2/A2","16/23","22","PERSONAL LABORAL",,,"Tècnic Mitjà","Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1714","TÈCNIC MIG GESTIO","ORGANIZACIÓ, PLANIFICACIO I QUALITAT","A2","16","33","PERSONAL LABORAL",,,"Tècnic Mitjà","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1159","PROF. ESCOLA ART","ESCOLA D'ART EDRA","A1/A2","16/16","25","PERSONAL LABORAL",,,"Tècnic Mitjà Belles Arts","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1757","PROF. ESCOLA ART","ESCOLA D'ART EDRA","A1/A2/A2","16/16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Belles Arts","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"915","PROF. ESCOLA ART","ESCOLA D'ART EDRA","A1/A2","16/16","25","PERSONAL LABORAL",,,"Tècnic Mitjà Belles Arts","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"923","PROFESSOR/A D'ESCOLA D'ART","ESCOLA D'ART EDRA","A1/A2/A2","25/16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Belles Arts","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"933","PROFESSOR/A D'ESCOLA D'ART","ESCOLA D'ART EDRA","A1/A1/A2/A2","16/25/16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Belles Arts","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"935","PROFESSOR/A D'ESCOLA D'ART","ESCOLA D'ART EDRA","A1/A1/A2/A2","16/25/16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Belles Arts","Jornada parcial","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1158","PROFESSOR/A D'ESCOLA D'ART","ESCOLA D'ART EDRA","A1/A2/A2","16/16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Belles Arts","Jornada parcial","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1640","PROFESSOR/A D'ESCOLA D'ART","ESCOLA D'ART EDRA","A1/A2/A2","16/16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Belles Arts","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1739","PROFESSOR/A D'ESCOLA D'ART","ESCOLA D'ART EDRA","A2/A2","16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Belles Arts","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"929","PROFESSOR/A D'ESCOLA D'ART","ESCOLA D'ART EDRA","A1/A1/A2","20/25/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Belles Arts","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"966","PROFESSOR/A ESCOLA D'ART (FUNCIONS CAP D'ESTUDIS)","ESCOLA D'ART EDRA","A1/A2/A2","20/16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Belles Arts","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1758","PROFESSOR/A ANGLES","ESCOLA D'ART EDRA","A2","16","25","PERSONAL LABORAL",,,"Tècnic Mitjà Ciències Educació","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1150","DIRECTOR/A ESCOLA BRESSOL","ESCOLES BRESSOLS","A2","26","36","PERSONAL LABORAL",,,"Tècnic Mitjà Ciències Educació","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1822","EDUCADOR/A SOCIAL","SERVEIS SOCIALS","A2/A2","16/23","480","PERSONAL LABORAL",,,"Tècnic Mitjà Ciències Educació","Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1723","CAP DE SERVEI DE COMUNICACIÓ","COMUNICACIÓ","A2/A2","22/26","780","PERSONAL LABORAL",,,"Tècnic Mitjà Comunicació","Disponibilitat plena","Lliure designació","Ocupat","818460009","Ajuntament de Rubí"
"1715","TÈCNIC/A DE COMUNICACIÓ","COMUNICACIÓ","A2/A2","16/25","450","PERSONAL LABORAL",,,"Tècnic Mitjà Comunicació","Jornada Irregular","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1730","TÈCNIC/A DE COMUNICACIÓ","COMUNICACIÓ","A2/A2","16/25","450","PERSONAL LABORAL",,,"Tècnic Mitjà Comunicació","Jornada Irregular","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1721","TÈCNIC/A DE COMUNICACIÓ","COMUNICACIÓ","A2/A2","16/25","450","PERSONAL LABORAL",,,"Tècnic Mitjà Comunicació","Jornada Irregular","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1736","TÈCNIC/A DE COMUNICACIÓ","COMUNICACIÓ","A2/A2","16/25","450","PERSONAL LABORAL",,,"Tècnic Mitjà Comunicació","Jornada Irregular","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1717","CAP PROGRAMES","U066 - RÂDIO RUBÍ SERVEIS AUDIOVISUALS","A2","20","35","PERSONAL LABORAL",,,"Tècnic Mitjà Comunicació","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1718","RESPONSABLE TÈCNIC","U066 - RÂDIO RUBÍ SERVEIS AUDIOVISUALS","A2","18","29","PERSONAL LABORAL",,,"Tècnic Mitjà Comunicació","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1729","TÈCNIC/A DE RÀDIO RUBÍ","U066 - RÂDIO RUBÍ SERVEIS AUDIOVISUALS","A2/A2","16/25","450","PERSONAL LABORAL",,,"Tècnic Mitjà Comunicació","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1731","TÈCNIC/A DE RÀDIO RUBÍ","U066 - RÂDIO RUBÍ SERVEIS AUDIOVISUALS","A2/A2","16/25","450","PERSONAL LABORAL",,,"Tècnic Mitjà Comunicació","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1732","TÈCNIC/A DE RÀDIO RUBÍ","U066 - RÂDIO RUBÍ SERVEIS AUDIOVISUALS","A2/A2","16/25","450","PERSONAL LABORAL",,,"Tècnic Mitjà Comunicació","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1733","TÈCNIC/A DE RÀDIO RUBÍ","U066 - RÂDIO RUBÍ SERVEIS AUDIOVISUALS","A2/A2","16/25","450","PERSONAL LABORAL",,,"Tècnic Mitjà Comunicació","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1734","TÈCNIC/A DE RÀDIO RUBÍ","U066 - RÂDIO RUBÍ SERVEIS AUDIOVISUALS","A2/A2","16/25","450","PERSONAL LABORAL",,,"Tècnic Mitjà Comunicació","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1735","TÈCNIC/A DE RÀDIO RUBÍ","U066 - RÂDIO RUBÍ SERVEIS AUDIOVISUALS","A2/A2","16/25","450","PERSONAL LABORAL",,,"Tècnic Mitjà Comunicació","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1737","TÈCNIC/A DE RÀDIO RUBÍ","U066 - RÂDIO RUBÍ SERVEIS AUDIOVISUALS","A2/A2","16/25","450","PERSONAL LABORAL",,,"Tècnic Mitjà Comunicació","Festivitat","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1843","TÈCNIC DE GESTIÓ D'OCUPACIÓ RUBÍ FORMA","OFICINA DE FORMACIÓ","A2/A2","16/23","395","PERSONAL LABORAL",,,"Tècnic Mitjà De Gestió","Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1842","TÈCNIC/A DE GESTIÓ D'OCUPACIÓ RUBI FORMA","OFICINA DE FORMACIÓ","A2/A2","16/23","395","PERSONAL LABORAL",,,"Tècnic Mitjà De Gestió","Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1841","TÈCNIC/A EMPRESA I COMERÇ","SERVEIS A L'EMPRESA","A2/A2","16/23","395","PERSONAL LABORAL",,,"Tècnic Mitjà De Gestió","Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"931","CAP D'ESTUDIS ESC.MUSICA","ESCOLA DE MÚSICA PERE BURÉS","A2","16","25","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"921","PROF. ESCOLA MUSICA","ESCOLA DE MÚSICA PERE BURÉS","A1/A2/A2","25/16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"922","PROF. ESCOLA MUSICA","ESCOLA DE MÚSICA PERE BURÉS","A2","16","25","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"928","PROF. ESCOLA MUSICA","ESCOLA DE MÚSICA PERE BURÉS","A1/A2/A2","25/16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"919","PROF. ESCOLA MUSICA","ESCOLA DE MÚSICA PERE BURÉS","A2","16","25","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"920","PROF. ESCOLA MUSICA","ESCOLA DE MÚSICA PERE BURÉS","A2","16","25","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1168","PROF. ESCOLA MUSICA","ESCOLA DE MÚSICA PERE BURÉS","A2","16","25","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1756","PROFESSOR/ D' ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1/A2/A2","25/16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada parcial","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1167","PROFESSOR/A D'ESCOLA D'ART","ESCOLA DE MÚSICA PERE BURÉS","A2/A2","16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"911","PROFESSOR/A D'ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1/A2/A2","25/16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"912","PROFESSOR/A D'ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1/A2/A2","25/16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"916","PROFESSOR/A D'ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1/A2/A2","25/16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"918","PROFESSOR/A D'ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1/A2/A2","25/16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"925","PROFESSOR/A D'ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1/A2/A2","25/16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada habitual",,"Ocupat","818460009","Ajuntament de Rubí"
"930","PROFESSOR/A D'ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1/A2/A2","25/16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"932","PROFESSOR/A D'ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1/A2/A2","25/16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"934","PROFESSOR/A D'ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1/A2/A2","25/16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"936","PROFESSOR/A D'ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1/A2/A2","25/16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"937","PROFESSOR/A D'ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1/A2/A2","25/16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"947","PROFESSOR/A D'ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A2/A2","16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1169","PROFESSOR/A D'ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A2/A2","16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada parcial","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1899","PROFESSOR/A D'ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1/A2/A2","25/16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada parcial","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1466","PROFESSOR/A D'ESCOLA DE MÚSICA (FUNCIONS DIRECTOR/A)","ESCOLA DE MÚSICA PERE BURÉS","A1/A2/A2","16/16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1172","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A2/A2","16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada parcial","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1171","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A2/A2","16/25","420","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1923","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A2","16","25","PERSONAL LABORAL",,,"Tècnic Mitjà Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1851","TÈCNIC/A MITJÀ/ANA GESTIÓ DE PROGRAMES","SERVEI D'OCUPACIÓ RUBÍ FORMA","A2","16","22","PERSONAL LABORAL",,,"Tècnic Mitjà Gestió Programes","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1700","CAP D'OFICINA D'INFORMACIÓ I ORIENTACIÓ","OFICINA D'INFORMACIÓ I ORIENTACIÓ","A2/A2","16/26","635","PERSONAL LABORAL",,,"Tècnic Mitjà Promoció Econòmica","Jornada habitual","Lliure designació","Ocupat","818460009","Ajuntament de Rubí"
"1703","TÈCNIC/A DE GESTIÓ D'OCUPACIÓ RUBÍ FORMA","OFICINA D'INFORMACIÓ I ORIENTACIÓ","A2/A2","16/23","395","PERSONAL LABORAL",,,"Tècnic Mitjà Promoció Econòmica","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1702","CAP OFICINA D'INSERCIO","OFICINA D'INSERCIÓ","A2","16","22","PERSONAL LABORAL",,,"Tècnic Mitjà Promoció Econòmica","Jornada Partida","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1704","RESPONSABLE TÈCNIC/A DE FORMACIÓ","OFICINA DE FORMACIÓ","A2/A2","16/25","490","PERSONAL LABORAL",,,"Tècnic Mitjà Promoció Econòmica","Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"769","TREBALLADOR/A SOCIAL","SERVEIS SOCIALS","A2/A2","16/23","480","PERSONAL LABORAL",,,"Tècnic Mitjà Treball Social","Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"831","TREBALLADOR/A SOCIAL","SERVEIS SOCIALS","A2/A2","16/23","480","PERSONAL LABORAL",,,"Tècnic Mitjà Treball Social","Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1473","TREBALLADOR/A SOCIAL","SERVEIS SOCIALS","A2/A2","16/23","480","PERSONAL LABORAL",,,"Tècnic Mitjà Treball Social","Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1738","CAP D'ESTUDIS ESCOLA ART","ESCOLA D'ART EDRA","A1/A2","20/20","25","PERSONAL LABORAL",,,"Tècnic Superior Belles Arts","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1031","DIRECTOR/A ESCOLA D'ART","ESCOLA D'ART EDRA","A1","24","25","PERSONAL LABORAL",,,"Tècnic Superior Belles Arts","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"927","PROF. ESCOLA ART","ESCOLA D'ART EDRA","A1/A1/A2","20/25/25","420","PERSONAL LABORAL",,,"Tècnic Superior Belles Arts","Jornada parcial","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"913","PROFESSOR/A D'ESCOLA D'ART","ESCOLA D'ART EDRA","A1/A1/A2/A2","16/25/16/25","420","PERSONAL LABORAL",,,"Tècnic Superior Belles Arts","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"914","PROFESSOR/A D'ESCOLA D'ART","ESCOLA D'ART EDRA","A1/A1/A2/A2","16/25/16/25","420","PERSONAL LABORAL",,,"Tècnic Superior Belles Arts","Jornada parcial","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"938","PROFESSOR/A D'ESCOLA D'ART","ESCOLA D'ART EDRA","A1/A1/A2/A2","20/25/20/25","420","PERSONAL LABORAL",,,"Tècnic Superior Belles Arts","Jornada parcial","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1131","PROFESSOR/A D'ESCOLA D'ART","ESCOLA D'ART EDRA","A1/A1/A2/A2","20/25/20/25","420","PERSONAL LABORAL",,,"Tècnic Superior Belles Arts","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"926","PROFESSOR/A ESCOLA D'ART","ESCOLA D'ART EDRA","A1/A1/A2","20/25/25","420","PERSONAL LABORAL",,,"Tècnic Superior Belles Arts","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1130","PROFESSOR/A ESCOLA D'ART","ESCOLA D'ART EDRA","A1/A1/A2/A2","20/25/20/25","420","PERSONAL LABORAL",,,"Tècnic Superior Belles Arts","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1885","PROFESSOR/A ESCOLA D'ART","ESCOLA D'ART EDRA","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Belles Arts","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1886","PROFESSOR/A ESCOLA D'ART","ESCOLA D'ART EDRA","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Belles Arts","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1887","PROFESSOR/A ESCOLA D'ART","ESCOLA D'ART EDRA","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Belles Arts","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1888","PROFESSOR/A ESCOLA D'ART","ESCOLA D'ART EDRA","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Belles Arts","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1889","PROFESSOR/A ESCOLA D'ART","ESCOLA D'ART EDRA","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Belles Arts","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1890","PROFESSOR/A ESCOLA D'ART","ESCOLA D'ART EDRA","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Belles Arts","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1891","PROFESSOR/A ESCOLA D'ART","ESCOLA D'ART EDRA","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Belles Arts","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1722","DIRECTOR/A RÀDIO RUBÍ","U066 - RÂDIO RUBÍ SERVEIS AUDIOVISUALS","A1/A2","22/20","35","PERSONAL LABORAL",,,"Tècnic Superior Comunicació","Jornada habitual","Lliure designació","Vacant","818460009","Ajuntament de Rubí"
"1804","TÈCNIC SUPERIOR","SERVEI DE PROMOCIÓ I DINAMITZACIÓ CULTURAL","A1","22","41","PERSONAL LABORAL",,,"Tècnic Superior Cultura","Jornada Irregular","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1861","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1862","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1863","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1864","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1865","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1866","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1867","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1868","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1869","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1870","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1871","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1872","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1873","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1874","PROFESSOR/A ESCOLA DE MÚSICA","ESCOLA DE MÚSICA PERE BURÉS","A1","20","25","PERSONAL LABORAL",,,"Tècnic Superior Educació Musical","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
