DATA_INICI_PREVISTA,DATA_INICI_REAL,"CODI","NOM",PRESSUPOST,CODI_ESTAT,"ESTAT",EE_SCP,EE_STF,es_mocion,es_plan,activo,"nombre_organico",id,"CODI_ENS","NOM_ENS"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U018 - SERVEI D'INFORMÀTICA I ADMINISTRACIÓ ELECTRÒNICA","1262","818460009","Ajuntament de Rubí"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U051 - SERVEI DE SEGURETAT CIUTADANA I PROTECCIÓ CIVIL","1262","818460009","Ajuntament de Rubí"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U079 - UNITAT RUBÍ BRILLA","1262","818460009","Ajuntament de Rubí"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U002 - GERENCIA","1262","818460009","Ajuntament de Rubí"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U040 - SERVEI D'ESPORTS","1262","818460009","Ajuntament de Rubí"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U064 - OFICINA DE FORMACIÓ","1262","818460009","Ajuntament de Rubí"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U089 - UNITAT DE PARTICIPACIÓ CIUTADANA","1262","818460009","Ajuntament de Rubí"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U016 - SERVEI DE COMERÇ","1262","818460009","Ajuntament de Rubí"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U049 - UNITAT DE BRIGADA D'OBRES","1262","818460009","Ajuntament de Rubí"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U076 - ÀREA DE SOSTENIBILITAT I SERVEIS MUNICIPALS","1262","818460009","Ajuntament de Rubí"
