ANY_SUBVENCIO,DATA_SUBVENCIO,"CIF_BENEFICIARI","BENEFICIARI","CONVOCATORIA","CENTRE_GESTOR","SITUACIO",IMPORT_SOLICITAT,IMPORT_CONCEDIT,"CODI_ENS","NOM_ENS"
"2023","2023/11/16","V59492041","OBRADOR CORAL RUBI","Convocatòria 2023: Línia 3.2D Activitats de creació i difusió musical","Cultura","JUSTIFICADA","1700.00","1485.26","818460009","Ajuntament de Rubí"
"2023","2023/07/12","G61139432","CLUB PETANCA UNION LAS TORRES RUBI","Subvención 2023. CPetanca Unió Las Torres. Actividades de la temporada año 2023","Esports","JUSTIFICADA PARCIALMENTE","4000.00","4000.00","818460009","Ajuntament de Rubí"
"2023","2023/01/31","G66953803","ASSOCIACIO BASE-A","SUBVENCIÓ COOPERACIÓ INTERNACIONAL AL DESENVOLUPAMENT 2023","Polítiques de Ciutadania","JUSTIFICADA","9498.68","9498.68","818460009","Ajuntament de Rubí"
"2023","2023/09/25","G67436675","ASSOCIACIO DAUS VALLES","SUBVENCIONS LÍNIA 1.1F. PROJECTES D'INCLUSIÓ SOCIO LABORAL DE PERSONES AMB DIVERSITAT FUNCIONAL","Sanitat i serveis socials","JUSTIFICADA","864.13","864.13","818460009","Ajuntament de Rubí"
"2023","2023/05/11","S0800276H","ESCOLA RIVO RUBEO","2022-23 Ajuts als Centres educatius públics per a Activitats o Projectes Pedagògics","Educació","JUSTIFICADA","1556.93","1556.93","818460009","Ajuntament de Rubí"
"2023","2023/04/26","G63436398","ASSOCIACIO DE MARES I PARES D'ALUMNES DEL CEE CA N'ORIOL","SUBVENCIÓ DIRECTA NOMINATIVA AMPA CEE CA N'ORIOL PROJECTE CASAL JULIOL 2023","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","21000.00","21000.00","818460009","Ajuntament de Rubí"
"2023","2023/11/08","G17125832","FONS CATALA DE COOPERACIO AL DESENVOLUP","SUBVENCIÓ PROJECTES SITUACIONS CATASTROFES NATURALS O SOBREVINGUDES","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","12000.00","12000.00","818460009","Ajuntament de Rubí"
"2023","2023/12/13","G59944314","MEDICUS MUNDI CATALUNYA","SUBVENCIÓ CONCURRÈNCIA PROJECTES DE COOPERACIÓ INTERNACIONAL AL DESENVOLUPAMENT","Polítiques de Ciutadania","PAGADA","9176.25","9176.25","818460009","Ajuntament de Rubí"
"2023","2023/01/31","G59437756","ASOC CATALANA PER LA PAU","SUBVENCIÓ COOPERACIÓ INTERNACIONAL AL DESENVOLUPAMENT 2023","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","8987.54","8987.54","818460009","Ajuntament de Rubí"
"2023","2023/05/10","G60867025","AGRUPACIO RUBINENCA D'ESCACS","Subvención 2023. Ass. Escacs Rubinenca. Actividades federadas, Open y jornadas escolares, año 2023","Esports","JUSTIFICADA PARCIALMENTE","1750.00","1750.00","818460009","Ajuntament de Rubí"
"2023","2023/07/11","G65876955","ASSOC SOLIDARITAT I AJUDA VEINAL (ASAV)","PROJECTE LLUITA CONTRA LA POBRESA I L'EXCLUSIÓ SOCIAL 2023","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","24500.00","24500.00","818460009","Ajuntament de Rubí"
"2023","2023/10/05","G59429290","ASSOCIACIO COMPARTIR","SUBVENCIÓ LÍNIA 1.1E. PROJECTES D'INCLUSIÓ SOCIAL DE PERSONES EN SITUACIÓ DE VULNERABILITAT O DIFICULTATS SOCIALS","Sanitat i serveis socials","JUSTIFICADA","7652.92","7652.92","818460009","Ajuntament de Rubí"
"2023","2023/11/16","G58280009","ESCOLA DE SARDANES FLOR DE NEU","Convocatòria 2023: Línia 3.2G Activitats de promoció i difusió de la cultura tradicional i popular catalana","Cultura","JUSTIFICADA","1200.00","1200.00","818460009","Ajuntament de Rubí"
"2023","2023/12/13","G46973715","FARMACEUTICOS MUNDI","SUBVENCIÓ CONCURRÈNCIA PROJECTES DE COOPERACIÓ INTERNACIONAL AL DESENVOLUPAMENT","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","11005.07","11005.07","818460009","Ajuntament de Rubí"
"2023","2023/11/01","V58070103","CENTRE EXCURSIONISTA DE RUBI","Convocatòria 2023. Línea 3.3C: Subvenció entitats REC programes esportius temporada","Esports","JUSTIFICADA PARCIALMENTE","1450.00","1000.00","818460009","Ajuntament de Rubí"
"2023","2023/09/28","G60845922","RUBI SOLIDARI","SUBVENCIONS LÍNIA 1.8A. ACTIVITATS DE SENSIBILITZACIÓ I EDUCACIÓ PER A LA CIUTADANIA GLOBAL","Polítiques de Ciutadania","REINTEGRADA","1760.00","1760.00","818460009","Ajuntament de Rubí"
"2023","2023/09/28","J64895915","ACSPROSC  ASSOCIACIO CATALANA-SENEGALESA PER LA COOPERACIO I LA PROMOCIO SOCIAL I CULTURAL DE RUBI","SUBVENCIONS LÍNIA 1.8A. ACTIVITATS DE SENSIBILITZACIÓ I EDUCACIÓ PER A LA CIUTADANIA GLOBAL","Polítiques de Ciutadania","JUSTIFICADA","1175.00","1175.00","818460009","Ajuntament de Rubí"
"2023","2023/07/24","G72961063","ASSOCIACIO BENEFICA CAMINA CORRE I BALLA","LÍNEA 3.4A: ACTIVIDADES DE EDUCACIÓN PARA LA SALUD Y DE SOPORTE SOCIOSANITARIO A ENFERMOS Y FAMILIARES","Salut pública","JUSTIFICADA PARCIALMENTE","957.81","957.81","818460009","Ajuntament de Rubí"
"2023","2023/05/10","G60423308","C E B  SANT JORDI","Subvención 2023.CEB St Jordi.Actividad federada equipos femeninos, temp 22-23","Esports","JUSTIFICADA","4000.00","4000.00","818460009","Ajuntament de Rubí"
"2023","2023/11/22","G64599509","CLUB ESCOLA DE FUTBOL CAN MIR","Subvención 2023.CE Futbol Can Mir. Intercambio deportivo-cultural, deportistas diversidad funcional, año 2023","Esports","JUSTIFICADA PARCIALMENTE","2500.00","2500.00","818460009","Ajuntament de Rubí"
"2023","2023/05/11","Q0801826I","ESCOLA DEL BOSC","2022-23 Ajuts als Centres educatius públics per a Activitats o Projectes Pedagògics","Educació","JUSTIFICADA","1340.26","1340.26","818460009","Ajuntament de Rubí"
"2023","2023/05/11","Q0801862D","INSTITUT TORRENT DELS ALOUS","2022-23 Ajuts als Centres educatius públics per a Activitats o Projectes Pedagògics","Educació","JUSTIFICADA","1340.26","1340.26","818460009","Ajuntament de Rubí"
"2023","2023/05/11","S0800619I","INSTITUT ESCOLA TERESA ALTET","2022-23 Ajuts als Centres educatius públics per a Activitats o Projectes Pedagògics","Educació","JUSTIFICADA","1252.02","1252.02","818460009","Ajuntament de Rubí"
"2023","2023/12/13","G64154479","ASSOCIACIO CREART","SUBVENCIÓ CONCURRÈNCIA PROJECTES DE COOPERACIÓ INTERNACIONAL AL DESENVOLUPAMENT","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","9252.05","9252.05","818460009","Ajuntament de Rubí"
"2023","2023/02/01","G64680986","ASSOCIACIO PER AL DESENVOLUPAMENT CULTURAL, AMBIENTAL I HUMA","SUBVENCIÓ COOPERACIÓ INTERNACIONAL AL DESENVOLUPAMENT 2023","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","8007.86","8007.86","818460009","Ajuntament de Rubí"
"2023","2023/12/13","G59437756","ASOC CATALANA PER LA PAU","SUBVENCIÓ CONCURRÈNCIA PROJECTES DE COOPERACIÓ INTERNACIONAL AL DESENVOLUPAMENT","Polítiques de Ciutadania","PAGADA","9050.00","9050.00","818460009","Ajuntament de Rubí"
"2023","2023/09/27","G60319944","ASSOCIACIO ANIMACIO CULTURAL DEL CARRER  SANT JAUME","178a Festes Carrer Sant Jaume","Cultura","JUSTIFICADA","2515.24","2515.24","818460009","Ajuntament de Rubí"
"2023","2023/05/10","G60423308","C E B  SANT JORDI","Subvención 2023.CEB St Jordi. Actividades escuela deportiva, temp 22-23","Esports","JUSTIFICADA PARCIALMENTE","2500.00","2500.00","818460009","Ajuntament de Rubí"
"2023","2023/09/27","G66397134","ASOC AGROECOLOGICA CAN FELIU RUBI","MODALITAT I: SUBVENCIONS DESTINADES A LA PROTECCIÓ I DEFENSA DEL MEDI AMBIENT I DEL TERRITORI","Medi ambient","JUSTIFICADA PARCIALMENTE","6000.00","2900.00","818460009","Ajuntament de Rubí"
"2023","2023/05/04","G08992786","ASSOCIACIÓ DE PERSONES AMB DIVERSITAT INTELECTUAL DE RUBÍ","PROJECTES LLEURE CAPS DE SETMANA","Sanitat i serveis socials","JUSTIFICADA","25000.00","25000.00","818460009","Ajuntament de Rubí"
"2023","2023/05/10","G60423308","C E B  SANT JORDI","Subvención 2023.CEB St Jordi.Actividad federada equipos masculinos, temp. 22-23","Esports","JUSTIFICADA","5000.00","5000.00","818460009","Ajuntament de Rubí"
"2023","2023/09/25","G67436675","ASSOCIACIO DAUS VALLES","SUBVENCIONS LÍNIA 1.1F. PROJECTES D'INCLUSIÓ SOCIO LABORAL DE PERSONES AMB DIVERSITAT FUNCIONAL","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","1100.00","1100.00","818460009","Ajuntament de Rubí"
"2023","2023/08/23","G60871761","CLUB VOLEIBOL RUBI","Subvención 2023.C Voleibol Rubí. Actividades escuela deportiva, temp 22-23","Esports","JUSTIFICADA PARCIALMENTE","1100.00","1100.00","818460009","Ajuntament de Rubí"
"2023","2023/09/25","G67008318","RUBITEA ASSOCIACIO DE FAMILIES DE PERSONES AMB AUTISME","SUBVENCIONS LÍNIA 1.1F. PROJECTES D'INCLUSIÓ SOCIO LABORAL DE PERSONES AMB DIVERSITAT FUNCIONAL","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","950.00","950.00","818460009","Ajuntament de Rubí"
"2023","2023/01/12","G65698888","ASSOCIACIO DE VOLUNTARIS DE PROTECCIÓ CIVIL DE RUBI","Subvenció Associació de voluntaris de protecció civil de Rubí","Policia Local","PAGADA","5000.00","5000.00","818460009","Ajuntament de Rubí"
"2023","2023/02/15","G59183806","UNIO ESPORTIVA DE RUBI","Subvención 2023. Unió Esportiva Rubí. Actividades equipos femeninos, temp 22-23","Esports","PAGADA","5000.00","5000.00","818460009","Ajuntament de Rubí"
"2023","2023/07/13","G62129119","ASSOCIACIO GENT GRAN DE RUBI","SUBVENCIÓ ACTIVITATS MANUALITAT, DANSA I IOGA","Polítiques de Ciutadania","JUSTIFICADA","4000.00","4000.00","818460009","Ajuntament de Rubí"
"2023","2023/06/06","Q5855638B","ESCOLA TORRE DE LA LLEBRE","Escola Torre de la Llebre:ajut transport per activitats pedagògiques curs 2022-2023","Educació","JUSTIFICADA","99.00","99.00","818460009","Ajuntament de Rubí"
"2023","2023/01/31","G59944314","MEDICUS MUNDI CATALUNYA","SUBVENCIÓ COOPERACIÓ INTERNACIONAL AL DESENVOLUPAMENT 2023","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","9669.06","9669.06","818460009","Ajuntament de Rubí"
"2023","2023/05/11","Q5855638B","ESCOLA TORRE DE LA LLEBRE","2022-23 Ajuts als Centres educatius públics per a Activitats o Projectes Pedagògics","Educació","JUSTIFICADA","1340.26","1340.26","818460009","Ajuntament de Rubí"
"2023","2023/10/11","G58203183","ESBART DANSAIRE DE RUBI","Esbart Dansaire de Rubí. Centenari de l'entitat","Cultura","JUSTIFICADA","26000.00","26000.00","818460009","Ajuntament de Rubí"
"2023","2023/05/30","S0800117D","ESCOLA CA N'ALZAMORA","Escola Ca n'Alzamora :Ajut al transport per les activitats pedagògiques de la guia d'activitats curs 2022-23","Educació","JUSTIFICADA","1309.00","1309.00","818460009","Ajuntament de Rubí"
"2023","2023/03/15","G60554425","CLUB ESPORTIU HORITZO 1994","Subvención 2023. CE Horitzó. Proyectos de carácter deportivo y deportivo-social de la temp.22-23","Esports","JUSTIFICADA PARCIALMENTE","5500.00","5500.00","818460009","Ajuntament de Rubí"
"2023","2023/07/19","G63721963","COMISSIO CATALAN D AJUDA AL REFUGIAT","SUBVENCIÓ DIRECTA MUNICIPIS ACOLLIDORS: PROGRAMA COMPLEMENTARI D'ACOLLIDA","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","30000.00","30000.00","818460009","Ajuntament de Rubí"
"2023","2023/09/25","G67436675","ASSOCIACIO DAUS VALLES","SUBVENCIONS LÍNIA 1.1F. PROJECTES D'INCLUSIÓ SOCIO LABORAL DE PERSONES AMB DIVERSITAT FUNCIONAL","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","657.89","657.89","818460009","Ajuntament de Rubí"
"2023","2023/09/20","G60571668","UNIO ATLETICA RUBI","Subvención 2023. Unió Atlètica Rubí. Actividades temporada femenina, año 2023","Esports","JUSTIFICADA","3000.00","3000.00","818460009","Ajuntament de Rubí"
"2023","2023/11/01","R0800380H","CASA COLEGIO REGINA CARMELI RUBI","Subvención 2023. Colegio Regina Carmeli. Competiciones equipos masculinos, tmp 22-23","Esports","JUSTIFICADA","3500.00","3500.00","818460009","Ajuntament de Rubí"
"2023","2023/01/31","G46973715","FARMACEUTICOS MUNDI","SUBVENCIÓ COOPERACIÓ INTERNACIONAL AL DESENVOLUPAMENT 2023","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","9243.11","9243.11","818460009","Ajuntament de Rubí"
"2023","2023/10/11","G64599509","CLUB ESCOLA DE FUTBOL CAN MIR","Subvención 2023. CEF Can Mir. Gestión instalación año 2023","Esports","JUSTIFICADA","8500.00","8500.00","818460009","Ajuntament de Rubí"
"2023","2023/05/11","Q5855469B","INSTITUT DUC DE MONTBLANC","2022-23 Ajuts als Centres educatius públics per a Activitats o Projectes Pedagògics","Educació","JUSTIFICADA","1340.26","1340.26","818460009","Ajuntament de Rubí"
"2023","2023/10/05","G64599509","CLUB ESCOLA DE FUTBOL CAN MIR","SUBVENCIÓ LÍNIA 1.1E. PROJECTES D'INCLUSIÓ SOCIAL DE PERSONES EN SITUACIÓ DE VULNERABILITAT O DIFICULTATS SOCIALS","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","6000.00","6000.00","818460009","Ajuntament de Rubí"
"2023","2023/05/11","G61884359","FUNDACIO AUTONOMA SOLIDARIA","Projecte Campus Itaca","Educació","JUSTIFICADA","3875.00","3875.00","818460009","Ajuntament de Rubí"
"2023","2023/11/16","G63501670","ASSOC CASAL POPULAR DE RUBI","Convocatòria 2023: Línia 3.2E Activitats de creació i difusió d'arts escèniques","Cultura","JUSTIFICADA","1250.00","1250.00","818460009","Ajuntament de Rubí"
"2023","2023/09/20","G61004412","HOQUEI CLUB RUBI CENT PATINS","Subvención 2023. HCR Cent Patins. Actividades equipos femeninos, temp 22-23","Esports","JUSTIFICADA PARCIALMENTE","8000.00","8000.00","818460009","Ajuntament de Rubí"
"2023","2023/11/16","G58280009","ESCOLA DE SARDANES FLOR DE NEU","Convocatòria 2023: Línia 3.2G Activitats de promoció i difusió de la cultura tradicional i popular catalana","Cultura","JUSTIFICADA","1200.00","1200.00","818460009","Ajuntament de Rubí"
"2023","2023/05/10","Q0801826I","ESCOLA DEL BOSC","Ajut pel transport per les activitats pedagògiques de la guia d'activitats curs 2022-23escola del Bosc","Educació","JUSTIFICADA","495.00","495.00","818460009","Ajuntament de Rubí"
"2023","2023/12/13","G60910528","ASSOCIACIO CATALANA D'ENGINYERIA SENSE FRONTERES","SUBVENCIÓ CONCURRÈNCIA PROJECTES DE COOPERACIÓ INTERNACIONAL AL DESENVOLUPAMENT","Polítiques de Ciutadania","PAGADA","11735.49","11735.49","818460009","Ajuntament de Rubí"
"2023","2023/05/11","Q5856151E","INSTITUT L'ESTATUT","2022-23 Ajuts als Centres educatius públics per a Activitats o Projectes Pedagògics","Educació","JUSTIFICADA","1163.79","1163.79","818460009","Ajuntament de Rubí"
"2023","2023/08/25","G59370007","AA VV 25 DE SETEMBRE","LINEA 3.2.3.B. Activitats de dinamització social, cultural i esportiva dels barris","Infraestructures i suport entitats","JUSTIFICADA","3528.00","3044.00","818460009","Ajuntament de Rubí"
"2023","2023/03/01","G59527903","CD OLIMPIC CAN FATJO","Subvención 2023. CE Olímpic Can Fatjó. Competiciones escolares y federadas equipos masculinos, temp 22-23","Esports","PAGADA","14000.00","14000.00","818460009","Ajuntament de Rubí"
"2023","2023/09/25","G64599509","CLUB ESCOLA DE FUTBOL CAN MIR","SUBVENCIONS LÍNIA 1.1F. PROJECTES D'INCLUSIÓ SOCIO LABORAL DE PERSONES AMB DIVERSITAT FUNCIONAL","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","1150.00","1150.00","818460009","Ajuntament de Rubí"
"2023","2023/09/28","G60845922","RUBI SOLIDARI","SUBVENCIONS LÍNIA 1.8A. ACTIVITATS DE SENSIBILITZACIÓ I EDUCACIÓ PER A LA CIUTADANIA GLOBAL","Polítiques de Ciutadania","JUSTIFICADA","1160.00","1160.00","818460009","Ajuntament de Rubí"
"2023","2023/03/01","G61000444","RUBI ADF","Subvenció ADF-Rubí 2023","Policia Local","PAGADA","5000.00","5000.00","818460009","Ajuntament de Rubí"
"2023","2023/05/03","G65698888","ASSOCIACIO DE VOLUNTARIS DE PROTECCIÓ CIVIL DE RUBI","SUBVENCIÓ EXTRAORDINÀRIA AVPCR 2023","Policia Local","PAGADA","7000.00","7000.00","818460009","Ajuntament de Rubí"
"2023","2023/11/08","G59466011","CF JUVENTUT 25 DE SETEMBRE","Subvención 2023.CF Juventud 25 de setembre. Gestión de instalación deportiva, temp 22-23","Esports","JUSTIFICADA","8500.00","8500.00","818460009","Ajuntament de Rubí"
"2023","2023/07/07","G67166702","ASSOCIACIO CULTURAL ULL PER ULL","Subvenció 2023 Ass. Cult. Ull per ull per La Nuu Festival Internacional de Fotografia de Rubí","Cultura","JUSTIFICADA","40000.00","40000.00","818460009","Ajuntament de Rubí"
"2023","2023/10/16","V58640731","CENTRE D'ESPLAI L'EIXAM","SUBVENCIONS LÍNIA 1.3B. ACTIVITATS DE TEMPS LLIURE D'INFANTS I JOVES","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","2000.00","2000.00","818460009","Ajuntament de Rubí"
"2023","2023/04/04","G66240847","SOCIETAT DE BLUES DE RUBI","Festival de Blues","Cultura","JUSTIFICADA","3000.00","3000.00","818460009","Ajuntament de Rubí"
"2023","2023/09/25","G65858169","ASSOCIACIO L ESTEL - ASSOCIACIO PRO PERSONES EN RISC D EXCLUSIO SOCIAL","SUBVENCIONS LÍNIA 1.1F. PROJECTES D'INCLUSIÓ SOCIO LABORAL DE PERSONES AMB DIVERSITAT FUNCIONAL","Sanitat i serveis socials","RECONOCIDA LA OBLIGACIÓN","2331.47","2331.47","818460009","Ajuntament de Rubí"
"2023","2023/05/17","Q5855634A","ESCOLA MONTESSORI","Escola Montessori: Ajut transport activitats pedagògiques curs 2022-23","Educació","JUSTIFICADA","209.00","209.00","818460009","Ajuntament de Rubí"
"2023","2023/08/23","G65513947","CLUB BOXEO RUBI","Subvención 2023.C Boxeo Rubí.Gestión instalación deportiva, año 2023","Esports","JUSTIFICADA","8500.00","8500.00","818460009","Ajuntament de Rubí"
"2023","2023/05/11","Q5855637D","ESCOLA 25 DE SETEMBRE","2022-23 Ajuts als Centres educatius públics per a Activitats o Projectes Pedagògics","Educació","JUSTIFICADA","1163.79","1163.79","818460009","Ajuntament de Rubí"
"2023","2023/05/10","G60423308","C E B  SANT JORDI","Subvención 2023.CEB St Jordi.Gestión de instalación deportiva, temp 22-23","Esports","PAGADA","8500.00","8500.00","818460009","Ajuntament de Rubí"
"2023","2023/11/16","G59849760","FOMENT DE LA SARDANA DE RUBI","Convocatòria 2023: Línia 3.2G Activitats de promoció i difusió de la cultura tradicional i popular catalana","Cultura","JUSTIFICADA","2600.00","2600.00","818460009","Ajuntament de Rubí"
"2023","2023/05/11","Q5855672A","INSTITUT J V FOIX","2022-23 Ajuts als Centres educatius públics per a Activitats o Projectes Pedagògics","Educació","JUSTIFICADA","995.14","995.14","818460009","Ajuntament de Rubí"
"2023","2023/10/31","G17125832","FONS CATALA DE COOPERACIO AL DESENVOLUP","SUBVENCIÓ AJUT HUMANITARI PROJECTES 3730, 3709 I 3680.","Polítiques de Ciutadania","JUSTIFICADA","15000.00","15000.00","818460009","Ajuntament de Rubí"
"2023","2023/05/11","Q5855633C","ESCOLA MOSSEN CINTO VERDAGUER","2022-23 Ajuts als Centres educatius públics per a Activitats o Projectes Pedagògics","Educació","JUSTIFICADA","1123.58","1123.58","818460009","Ajuntament de Rubí"
"2023","2023/12/05","G67001636","ASSOCIACIO D ANIMACIO LES ANADES D OLLA DE RUBI","Convocatòria 2023: Línia 3.2G Activitats de promoció i difusió de la cultura tradicional i popular catalana","Cultura","JUSTIFICADA","1000.00","961.52","818460009","Ajuntament de Rubí"
"2023","2023/09/25","G64599509","CLUB ESCOLA DE FUTBOL CAN MIR","SUBVENCIONS LÍNIA 1.1F. PROJECTES D'INCLUSIÓ SOCIO LABORAL DE PERSONES AMB DIVERSITAT FUNCIONAL","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","1275.00","1275.00","818460009","Ajuntament de Rubí"
"2023","2023/09/06","G58525643","CLUB PETANCA SANTA ROSA","Subvención 2023. CPetanca Santa Rosa. Actividades de petanca equipos femeninos, año 2023","Esports","JUSTIFICADA PARCIALMENTE","500.00","500.00","818460009","Ajuntament de Rubí"
"2023","2023/03/08","G62631932","FRATER-NADAL SERVEI SOCIAL EVANGELIC","SUBVENCIÓ DIRECTA NOMINATIVA PROJECTE REBOST D'ALIMENTS","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","40000.00","40000.00","818460009","Ajuntament de Rubí"
"2023","2023/11/16","G61197703","ELS CASTELLERS DE RUBI","Convocatòria 2023: Línia 3.2G Activitats de promoció i difusió de la cultura tradicional i popular catalana","Cultura","JUSTIFICADA","1000.00","927.50","818460009","Ajuntament de Rubí"
"2023","2023/12/13","G66953803","ASSOCIACIO BASE-A","SUBVENCIÓ CONCURRÈNCIA PROJECTES DE COOPERACIÓ INTERNACIONAL AL DESENVOLUPAMENT","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","10225.95","10225.95","818460009","Ajuntament de Rubí"
"2023","2023/10/05","G65876955","ASSOC SOLIDARITAT I AJUDA VEINAL (ASAV)","SUBVENCIÓ LÍNIA 1.1E. PROJECTES D'INCLUSIÓ SOCIAL DE PERSONES EN SITUACIÓ DE VULNERABILITAT O DIFICULTATS SOCIALS","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","5000.00","5000.00","818460009","Ajuntament de Rubí"
"2023","2023/05/11","Q5856371I","ESCOLA SCHOLA","2022-23 Ajuts als Centres educatius públics per a Activitats o Projectes Pedagògics","Educació","JUSTIFICADA","1123.58","1123.58","818460009","Ajuntament de Rubí"
"2023","2023/11/16","G66153008","ASSOCIACIO JAZZ RUBI","Convocatòria 2023: Línia 3.2D Activitats de creació i difusió musical","Cultura","JUSTIFICADA","1174.26","958.11","818460009","Ajuntament de Rubí"
"2023","2023/09/06","G58525643","CLUB PETANCA SANTA ROSA","Subvención 2023. CPetanca Santa Rosa. Actividades de petanca equipos masculinos, año 2023","Esports","JUSTIFICADA PARCIALMENTE","2000.00","2000.00","818460009","Ajuntament de Rubí"
"2023","2023/09/25","G67008318","RUBITEA ASSOCIACIO DE FAMILIES DE PERSONES AMB AUTISME","SUBVENCIONS LÍNIA 1.1F. PROJECTES D'INCLUSIÓ SOCIO LABORAL DE PERSONES AMB DIVERSITAT FUNCIONAL","Sanitat i serveis socials","JUSTIFICADA","250.00","250.00","818460009","Ajuntament de Rubí"
"2023","2023/10/10","G67024059","ASSOCIACIO JUVENIL MUSICAL LA SONIK","SUBVENCION LÍNIA 1.3A. ACTIVITATS EN ÀMBITS D'ACTUACIÓ DEL PLA LOCAL DE JOVENTUT","Polítiques de Ciutadania","JUSTIFICADA","4000.00","4000.00","818460009","Ajuntament de Rubí"
"2023","2023/09/19","G61095006","ASSOCIACIO EL FAR SERVEI SOCIAL PROTESTANT","SUBVENCIÓ LÍNIA 1.1C. PROJECTES SOCIOEDUCATIUS ADREÇATS A LA INFÀNCIA I A L'ADOLESCÈNCIA.","Sanitat i serveis socials","JUSTIFICADA","5100.00","5100.00","818460009","Ajuntament de Rubí"
