"NOM_CONVOCATORIA","ANY_CONVOCATORIA","DATA_CONVOCATORIA","DISTRICTE","SECCIO","MESA","COL_LEGI","EDAT_CENS_INE","CODI_INTERVAL_EDAD_INE","INTERVAL_EDAD_INE","CONTINENT_NAIXEMENT","CODI_SEXE","SEXE",CODI_ESTUDIS,"ESTUDIS_DESC",DADES,"CODI_ENS","NOM_ENS"
"Eleccions Municipals 2023","2023","2023/05/28","1","2","B","CENTRE CIVIC CAN FATJO","61","5","56-65 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","26","B","ESCOLA TERESA ALTET","58","5","56-65 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","22","A","INSTITUT L'ESTATUT","59","5","56-65 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","4","B","INSTITUT DUC DE MONTBLANC","58","5","56-65 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","4","B","ESCOLA MARIA MONTESSORI","58","5","56-65 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","13","B","BIBLIOTECA MESTRE MARTI TAULER","59","5","56-65 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","8","A","ESCOLA VINT-I-CINC DE SETEMBRE","59","5","56-65 Anys","Unió Europea","V","Home","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","4","A","ESCOLA MOSSEN CINTO VERDAGUER","59","5","56-65 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","23","U","ESCOLA MOSSEN CINTO VERDAGUER","60","5","56-65 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","15","B","CENTRE CIVIC CA N'ORIOL","60","5","56-65 Anys","Unió Europea","M","Dona","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","15","B","CENTRE CIVIC CA N'ORIOL","58","5","56-65 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","2","B","ESCOLA PAU CASALS","58","5","56-65 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","7","B","ESCOLA VINT-I-CINC DE SETEMBRE","58","5","56-65 Anys","Unió Europea","M","Dona","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","22","A","INSTITUT L'ESTATUT","59","5","56-65 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","22","B","INSTITUT L'ESTATUT","59","5","56-65 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","3","B","EQUIPAMENT ESCOLAR-ZONA ESCARDIVOL","58","5","56-65 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","4","A","ESCOLA MOSSEN CINTO VERDAGUER","58","5","56-65 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","22","B","INSTITUT L'ESTATUT","60","5","56-65 Anys","Unió Europea","M","Dona","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","2","B","CENTRE CIVIC CAN FATJO","57","5","56-65 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","21","A","ESCOLA BRESSOL-LLUNA","53","4","46-55 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","7","A","ESCOLA PAU CASALS","51","4","46-55 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","9","B","ESCOLA CA N'ALZAMORA","53","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","9","A","INSTITUT LA SERRETA","53","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","8","B","INSTITUT LA SERRETA","54","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","8","A","INSTITUT LA SERRETA","54","4","46-55 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","3","B","ESCOLA JOAN MARAGALL","54","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","16","C","CENTRE CIVIC EL PINAR - LA CRUÏLLA","54","4","46-55 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","23","U","ESCOLA MOSSEN CINTO VERDAGUER","52","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","2","A","ESCOLA PAU CASALS","52","4","46-55 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","12","B","BIBLIOTECA MESTRE MARTI TAULER","54","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","9","C","ESCOLA CA N'ALZAMORA","54","4","46-55 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","14","A","INSTITUT LA SERRETA","54","4","46-55 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","23","U","ESCOLA MOSSEN CINTO VERDAGUER","54","4","46-55 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","5","B","ESCOLA SCHOLA","52","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","23","U","ESCOLA MOSSEN CINTO VERDAGUER","53","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","4","A","ESCOLA RIVO RUBEO","53","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","4","A","ESCOLA RIVO RUBEO","53","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","1","B","ESCOLA RAMON LLULL","54","4","46-55 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","5","B","ESCOLA VINT-I-CINC DE SETEMBRE","49","4","46-55 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","4","B","ESCOLA RIVO RUBEO","54","4","46-55 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","6","B","ESCOLA JOAN MARAGALL","50","4","46-55 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","6","A","ESCOLA VINT-I-CINC DE SETEMBRE","55","4","46-55 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","11","A","BIBLIOTECA MESTRE MARTI TAULER","43","3","36-45 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","3","B","EQUIPAMENT ESCOLAR-ZONA ESCARDIVOL","55","4","46-55 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","6","C","ESCOLA JOAN MARAGALL","54","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","20","B","CENTRE CIVIC CA N'ORIOL","53","4","46-55 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","16","C","CENTRE CIVIC EL PINAR - LA CRUÏLLA","53","4","46-55 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","21","A","ESCOLA BRESSOL-LLUNA","53","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","1","B","RUBÍ FORMA","54","4","46-55 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","8","A","INSTITUT LA SERRETA","53","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","1","B","EDIFICI RESSÒ","54","4","46-55 Anys","Unió Europea","M","Dona","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","5","B","ESCOLA VINT-I-CINC DE SETEMBRE","54","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","1","B","EDIFICI RESSÒ","51","4","46-55 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","15","B","CENTRE CIVIC CA N'ORIOL","65","5","56-65 Anys","Unió Europea","M","Dona","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","2","B","ESCOLA PAU CASALS","55","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","4","B","INSTITUT DUC DE MONTBLANC","53","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","2","A","CENTRE CIVIC CAN FATJO","53","4","46-55 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","6","B","ESCOLA JOAN MARAGALL","52","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","18","A","ESCOLA SCHOLA","54","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","5","B","ESCOLA VINT-I-CINC DE SETEMBRE","54","4","46-55 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","10","A","ESCOLA MOSSEN CINTO VERDAGUER","54","4","46-55 Anys","Unió Europea","V","Home","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","4","B","ESCOLA RIVO RUBEO","42","3","36-45 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","4","A","ESCOLA RIVO RUBEO","45","3","36-45 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","6","C","ESCOLA JOAN MARAGALL","76","7","76-85 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","19","B","INSTITUT LA SERRETA","53","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","15","B","CENTRE CIVIC CA N'ORIOL","27","2","26-35 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","10","C","ESCOLA MOSSEN CINTO VERDAGUER","68","6","66-75 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","5","A","ESCOLA VINT-I-CINC DE SETEMBRE","63","5","56-65 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","7","B","ESCOLA VINT-I-CINC DE SETEMBRE","77","7","76-85 Anys","Unió Europea","V","Home","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","9","B","INSTITUT LA SERRETA","67","6","66-75 Anys","Unió Europea","V","Home","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","9","A","INSTITUT LA SERRETA","64","5","56-65 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","3","B","ESCOLA JOAN MARAGALL","64","5","56-65 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","8","A","INSTITUT LA SERRETA","58","5","56-65 Anys","Unió Europea","M","Dona","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","3","A","ESCOLA MARIA MONTESSORI","57","5","56-65 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","7","A","ESCOLA PAU CASALS","45","3","36-45 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","9","A","INSTITUT LA SERRETA","56","5","56-65 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","24","U","BIBLIOTECA MESTRE MARTI TAULER","52","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","4","B","INSTITUT DUC DE MONTBLANC","56","5","56-65 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","16","A","ESCOLA TERESA ALTET","49","4","46-55 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","3","B","ESCOLA RAMON LLULL","47","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","13","B","BIBLIOTECA MESTRE MARTI TAULER","47","4","46-55 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","25","U","INSTITUT LA SERRETA","34","2","26-35 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","15","A","CENTRE CIVIC CA N'ORIOL","40","3","36-45 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","3","A","EQUIPAMENT ESCOLAR-ZONA ESCARDIVOL","31","2","26-35 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","16","B","ESCOLA TERESA ALTET","79","7","76-85 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","13","A","BIBLIOTECA MESTRE MARTI TAULER","74","6","66-75 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","3","B","ESCOLA RAMON LLULL","69","6","66-75 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","10","A","ESCOLA MOSSEN CINTO VERDAGUER","58","5","56-65 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","4","B","ESCOLA RIVO RUBEO","59","5","56-65 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","4","B","ESCOLA RIVO RUBEO","55","4","46-55 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","9","A","ESCOLA CA N'ALZAMORA","51","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","1","A","ESCOLA RAMON LLULL","42","3","36-45 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","5","B","ESCOLA VINT-I-CINC DE SETEMBRE","46","4","46-55 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","4","B","ESCOLA RIVO RUBEO","44","3","36-45 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","1","B","ESCOLA RAMON LLULL","40","3","36-45 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","24","U","BIBLIOTECA MESTRE MARTI TAULER","30","2","26-35 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","13","A","BIBLIOTECA MESTRE MARTI TAULER","95","10","86-Més Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","3","A","ESCOLA JOAN MARAGALL","93","10","86-Més Anys","Unió Europea","M","Dona","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","11","C","BIBLIOTECA MESTRE MARTI TAULER","90","10","86-Més Anys","Unió Europea","M","Dona","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","10","B","ESCOLA MOSSEN CINTO VERDAGUER","90","10","86-Més Anys","Unió Europea","M","Dona","1","Sense estudis","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","6","A","ESCOLA VINT-I-CINC DE SETEMBRE","82","7","76-85 Anys","Unió Europea","M","Dona","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","1","A","ESCOLA TORRE DE LA LLEBRE","43","3","36-45 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","15","B","CENTRE CIVIC CA N'ORIOL","37","3","36-45 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","3","B","EQUIPAMENT ESCOLAR-ZONA ESCARDIVOL","42","3","36-45 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","2","A","ESCOLA PAU CASALS","40","3","36-45 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","13","A","BIBLIOTECA MESTRE MARTI TAULER","35","2","26-35 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","4","B","ESCOLA MOSSEN CINTO VERDAGUER","56","5","56-65 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","22","A","INSTITUT L'ESTATUT","32","2","26-35 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","15","A","CENTRE CIVIC CA N'ORIOL","63","5","56-65 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","8","B","ESCOLA VINT-I-CINC DE SETEMBRE","42","3","36-45 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","2","B","ESCOLA PAU CASALS","48","4","46-55 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","6","A","ESCOLA VINT-I-CINC DE SETEMBRE","62","5","56-65 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","3","B","ESCOLA JOAN MARAGALL","63","5","56-65 Anys","Unió Europea","V","Home","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","11","A","BIBLIOTECA MESTRE MARTI TAULER","62","5","56-65 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","1","B","EDIFICI RESSÒ","62","5","56-65 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","1","A","EDIFICI RESSÒ","63","5","56-65 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","22","A","INSTITUT L'ESTATUT","62","5","56-65 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","5","A","ESCOLA VINT-I-CINC DE SETEMBRE","61","5","56-65 Anys","Unió Europea","V","Home","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
